ANSERIFORMES: Anatidae,,,
Snowy Owl,Bubo scandiacus,,Vulnerable
Northern Hawk Owl,Surnia ulula,,
Northern Pygmy-Owl,Glaucidium gnoma,,
Ferruginous Pygmy-Owl,Glaucidium brasilianum,,
Elf Owl,Micrathene whitneyi,,
Burrowing Owl,Athene cunicularia,,
Mottled Owl,Ciccaba virgata,,Rare/Accidental 
Spotted Owl,Strix occidentalis,,Near-threatened
Barred Owl,Strix varia,,
Great Gray Owl,Strix nebulosa,,
Long-eared Owl,Asio otus,,
Stygian Owl,Asio stygius,,Rare/Accidental 
Short-eared Owl,Asio flammeus,,
Boreal Owl,Aegolius funereus,,
Northern Saw-whet Owl,Aegolius acadicus,,
Northern Boobook,Ninox japonica,,Rare/Accidental 
,,,
CAPRIMULGIFORMES: Caprimulgidae,,,
Lesser Nighthawk,Chordeiles acutipennis,,
Common Nighthawk,Chordeiles minor,,
Antillean Nighthawk,Chordeiles gundlachii,,
Common Pauraque,Nyctidromus albicollis,,
Common Poorwill,Phalaenoptilus nuttallii,,
Chuck-will's-widow,Antrostomus carolinensis,,
Buff-collared Nightjar,Antrostomus ridgwayi,,
Eastern Whip-poor-will,Antrostomus vociferus,,
Mexican Whip-poor-will,Antrostomus arizonae,,
Gray Nightjar,Caprimulgus jotaka,,Rare/Accidental 
,,,
CAPRIMULGIFORMES: Apodidae,,,
Black Swift,Cypseloides niger,,
White-collared Swift,Streptoprocne zonaris,,Rare/Accidental 
Chimney Swift,Chaetura pelagica,,Near-threatened
Vaux's Swift,Chaetura vauxi,,
White-throated Needletail,Hirundapus caudacutus,,
Mariana Swiftlet,Aerodramus bartschi,,Introduced species  Endangered
White-nest Swiftlet,Aerodramus fuciphagus,,
Common Swift,Apus apus,,
Pacific Swift,Apus pacificus,,
House Swift,Apus nipalensis,,Rare/Accidental 
White-throated Swift,Aeronautes saxatalis,,
Antillean Palm-Swift,Tachornis phoenicobia,,Rare/Accidental 
,,,
CAPRIMULGIFORMES: Trochilidae,,,
Mexican Violetear,Colibri thalassinus,,
Lesser Violetear,Colibri cyanotus,,
Green-breasted Mango,Anthracothorax prevostii,,Rare/Accidental 
Rivoli's Hummingbird,Eugenes fulgens,,
Plain-capped Starthroat,Heliomaster constantii,,
Amethyst-throated Hummingbird,Lampornis amethystinus,,Rare/Accidental 
Blue-throated Hummingbird,Lampornis clemenciae,,
Lucifer Hummingbird,Calothorax lucifer,,
Bahama Woodstar,Calliphlox evelynae,,Rare/Accidental 
Ruby-throated Hummingbird,Archilochus colubris,,
Black-chinned Hummingbird,Archilochus alexandri,,
Anna's Hummingbird,Calypte anna,,
Costa's Hummingbird,Calypte costae,,
Bumblebee Hummingbird,Atthis heloisa,,Rare/Accidental 
Broad-tailed Hummingbird,Selasphorus platycercus,,
Rufous Hummingbird,Selasphorus rufus,,
Allen's Hummingbird,Selasphorus sasin,,
Calliope Hummingbird,Selasphorus calliope,,
Broad-billed Hummingbird,Cynanthus latirostris,,
Berylline Hummingbird,Amazilia beryllina,,
Buff-bellied Hummingbird,Amazilia yucatanensis,,
Cinnamon Hummingbird,Amazilia rutila,,Rare/Accidental 
Violet-crowned Hummingbird,Amazilia violiceps,,
White-eared Hummingbird,Hylocharis leucotis,,
Xantus's Hummingbird,Hylocharis xantusii,,Rare/Accidental 
,,,
TROGONIFORMES: Trogonidae,,,
Eared Quetzal,Euptilotis neoxenus,,Rare/Accidental 
Elegant Trogon,Trogon elegans,,
,,,
BUCEROTIFORMES: Upupidae,,,
Eurasian Hoopoe,Upupa epops,,
,,,
CORACIIFORMES: Alcedinidae,,,
Ringed Kingfisher,Megaceryle torquata,,
Belted Kingfisher,Megaceryle alcyon,,
Amazon Kingfisher,Chloroceryle amazona,,Rare/Accidental 
Green Kingfisher,Chloroceryle americana,,
,,,
PICIFORMES: Picidae,,,
Eurasian Wryneck,Jynx torquilla,,
Lewis's Woodpecker,Melanerpes lewis,,
Red-headed Woodpecker,Melanerpes erythrocephalus,,Near-threatened
Acorn Woodpecker,Melanerpes formicivorus,,
Gila Woodpecker,Melanerpes uropygialis,,
Golden-fronted Woodpecker,Melanerpes aurifrons,,
Red-bellied Woodpecker,Melanerpes carolinus,,
Williamson's Sapsucker,Sphyrapicus thyroideus,,
Yellow-bellied Sapsucker,Sphyrapicus varius,,
Red-naped Sapsucker,Sphyrapicus nuchalis,,
Red-breasted Sapsucker,Sphyrapicus ruber,,
Great Spotted Woodpecker,Dendrocopos major,,
Ladder-backed Woodpecker,Picoides scalaris,,
Nuttall's Woodpecker,Picoides nuttallii,,
Downy Woodpecker,Picoides pubescens,,
Hairy Woodpecker,Picoides villosus,,
Arizona Woodpecker,Picoides arizonae,,
Red-cockaded Woodpecker,Picoides borealis,,Near-threatened
White-headed Woodpecker,Picoides albolarvatus,,
American Three-toed Woodpecker,Picoides dorsalis,,
Black-backed Woodpecker,Picoides arcticus,,
Northern Flicker,Colaptes auratus,,
Gilded Flicker,Colaptes chrysoides,,
Pileated Woodpecker,Dryocopus pileatus,,
Ivory-billed Woodpecker,Campephilus principalis,,Critically endangered (possibly extinct)
,,,
FALCONIFORMES: Falconidae,,,
Collared Forest-Falcon,Micrastur semitorquatus,,Rare/Accidental 
Crested Caracara,Caracara cheriway,,
Eurasian Kestrel,Falco tinnunculus,,
American Kestrel,Falco sparverius,,
Red-footed Falcon,Falco vespertinus,,Rare/Accidental Near-threatened
Merlin,Falco columbarius,,
Eurasian Hobby,Falco subbuteo,,
Aplomado Falcon,Falco femoralis,,
Gyrfalcon,Falco rusticolus,,
Peregrine Falcon,Falco peregrinus,,
Prairie Falcon,Falco mexicanus,,
,,,
PSITTACIFORMES: Cacatuidae,,,
Galah,Eolophus roseicapilla,,Introduced species 
Tanimbar Corella,Cacatua goffiniana,,Introduced species  Near-threatened
Sulphur-crested Cockatoo,Cacatua galerita,,Introduced species 
Salmon-crested Cockatoo,Cacatua moluccensis,,Introduced species  Vulnerable
,,,
PSITTACIFORMES: Psittaculidae,,,
Eclectus Parrot,Eclectus roratus,,Introduced species 
Alexandrine Parakeet,Psittacula eupatria,,Introduced species  Near-threatened
Rose-ringed Parakeet,Psittacula krameri,,Introduced species (non established) 
Plum-headed Parakeet,Psittacula cyanocephala,,Introduced species 
Blossom-headed Parakeet,Psittacula roseata,,Introduced species  Near-threatened
Pale-headed Rosella,Platycercus adscitus,,Introduced species (non established) 
Budgerigar,Melopsittacus undulatus,,Introduced species 
Chattering Lory,Lorius garrulus,,Introduced species  Vulnerable
Rainbow Lorikeet,Trichoglossus haematodus,,Introduced species 
Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,,Introduced species 
Rosy-faced Lovebird,Agapornis roseicollis,,Introduced species 
Fischer's Lovebird,Agapornis fischeri,,Introduced species  Near-threatened
Yellow-collared Lovebird,Agapornis personatus,,Introduced species 
,,,
PSITTACIFORMES: Psittacidae,,,
Gray Parrot,Psittacus erithacus,,Introduced species 
Rüppell's Parrot,Poicephalus rueppellii,,Introduced species 
Senegal Parrot,Poicephalus senegalus,,Introduced species 
Monk Parakeet,Myiopsitta monachus,,Introduced species 
Tui Parakeet,Brotogeris sanctithomae,,Introduced species 
White-winged Parakeet,Brotogeris versicolurus,,Introduced species 
Yellow-chevroned Parakeet,Brotogeris chiriri,,Introduced species (non established) 
Orange-chinned Parakeet,Brotogeris jugularis,,Introduced species 
White-crowned Parrot,Pionus senilis,,Introduced species 
Festive Parrot,Amazona festiva,,Introduced species 
Red-spectacled Parrot,Amazona pretrei,,Introduced species  Vulnerable
Red-crowned Parrot,Amazona viridigenalis,,Introduced species  Endangered
Lilac-crowned Parrot,Amazona finschi,,Introduced species (non established) Endangered
Red-lored Parrot,Amazona autumnalis,,Introduced species 
Yellow-naped Parrot,Amazona auropalliata,,Introduced species  Endangered
Yellow-headed Parrot,Amazona oratrix,,Extirpated Endangered
Yellow-shouldered Parrot,Amazona barbadensis,,Introduced species  Vulnerable
Turquoise-fronted Parrot,Amazona aestiva,,Introduced species 
White-fronted Parrot,Amazona albifrons,,Introduced species 
Hispaniolan Parrot,Amazona ventralis,,Introduced species  Vulnerable
Mealy Parrot,Amazona farinosa,,Introduced species 
Orange-winged Parrot,Amazona amazonica,,Introduced species 
Maroon-bellied Parakeet,Pyrrhura frontalis,,Introduced species 
Green-cheeked Parakeet,Pyrrhura molinae,,Introduced species 
Burrowing Parakeet,Cyanoliseus patagonus,,Introduced species 
Hyacinth Macaw,Anodorhynchus hyacinthinus,,Introduced species  Vulnerable
Thick-billed Parrot,Rhynchopsitta pachyrhyncha,,Rare/Accidental Endangered
Maroon-fronted Parrot,Rhynchopsitta terrisi,,Introduced species  Endangered
Orange-fronted Parakeet,Eupsittula canicularis,,Introduced species 
Peach-fronted Parakeet,Eupsittula aurea,,Introduced species 
Brown-throated Parakeet,Eupsittula pertinax,,Introduced species 
Carolina Parakeet,Conuropsis carolinensis,,Extinct
Dusky-headed Parakeet,Aratinga weddellii,,Introduced species 
Nanday Parakeet,Aratinga nenday,,Introduced species 
Yellow-collared Macaw,Primolius auricollis,,Introduced species 
Blue-and-yellow Macaw,Ara ararauna,,Introduced species 
Military Macaw,Ara militaris,,Introduced species  Vulnerable
Scarlet Macaw,Ara macao,,Introduced species 
Chestnut-fronted Macaw,Ara severus,,Introduced species 
Blue-crowned Parakeet,Thectocercus acuticaudatus,,Introduced species 
Red-shouldered Macaw,Diopsittaca nobilis,,Introduced species 
Crimson-fronted Parakeet,Psittacara finschi,,Introduced species 
Scarlet-fronted Parakeet,Psittacara wagleri,,Introduced species 
Mitred Parakeet,Psittacara mitratus,,Introduced species (non established) 
Red-masked Parakeet,Psittacara erythrogenys,,Introduced species  Near-threatened
White-eyed Parakeet,Psittacara leucophthalmus,,Introduced species 
,,,
PASSERIFORMES: Thamnophilidae,,,
Barred Antshrike,Thamnophilus doliatus,,Rare/Accidental 
,,,
PASSERIFORMES: Tyrannidae,,,
Northern Beardless-Tyrannulet,Camptostoma imberbe,,
Greenish Elaenia,Myiopagis viridicata,,Rare/Accidental 
Caribbean Elaenia,Elaenia martinica,,Rare/Accidental 
White-crested Elaenia,Elaenia albiceps,,Rare/Accidental 
Tufted Flycatcher,Mitrephanes phaeocercus,,Rare/Accidental 
Olive-sided Flycatcher,Contopus cooperi,,Near-threatened
Greater Pewee,Contopus pertinax,,
Western Wood-Pewee,Contopus sordidulus,,
Eastern Wood-Pewee,Contopus virens,,
Cuban Pewee,Contopus caribaeus,,Rare/Accidental 
Yellow-bellied Flycatcher,Empidonax flaviventris,,
Acadian Flycatcher,Empidonax virescens,,
Alder Flycatcher,Empidonax alnorum,,
Willow Flycatcher,Empidonax traillii,,
Least Flycatcher,Empidonax minimus,,
Hammond's Flycatcher,Empidonax hammondii,,
Gray Flycatcher,Empidonax wrightii,,
Dusky Flycatcher,Empidonax oberholseri,,
Pacific-slope Flycatcher,Empidonax difficilis,,
Cordilleran Flycatcher,Empidonax occidentalis,,
Buff-breasted Flycatcher,Empidonax fulvifrons,,
Black Phoebe,Sayornis nigricans,,
Eastern Phoebe,Sayornis phoebe,,
Say's Phoebe,Sayornis saya,,
Vermilion Flycatcher,Pyrocephalus rubinus,,
Dusky-capped Flycatcher,Myiarchus tuberculifer,,
Ash-throated Flycatcher,Myiarchus cinerascens,,
Nutting's Flycatcher,Myiarchus nuttingi,,Rare/Accidental 
Great Crested Flycatcher,Myiarchus crinitus,,
Brown-crested Flycatcher,Myiarchus tyrannulus,,
La Sagra's Flycatcher,Myiarchus sagrae,,Rare/Accidental 
Great Kiskadee,Pitangus sulphuratus,,
Social Flycatcher,Myiozetetes similis,,Rare/Accidental 
Sulphur-bellied Flycatcher,Myiodynastes luteiventris,,
Piratic Flycatcher,Legatus leucophaius,,
Variegated Flycatcher,Empidonomus varius,,Rare/Accidental 
Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,,Rare/Accidental 
Tropical Kingbird,Tyrannus melancholicus,,
Couch's Kingbird,Tyrannus couchii,,
Cassin's Kingbird,Tyrannus vociferans,,
Thick-billed Kingbird,Tyrannus crassirostris,,
Western Kingbird,Tyrannus verticalis,,
Eastern Kingbird,Tyrannus tyrannus,,
Gray Kingbird,Tyrannus dominicensis,,
Loggerhead Kingbird,Tyrannus caudifasciatus,,Rare/Accidental 
Scissor-tailed Flycatcher,Tyrannus forficatus,,
Fork-tailed Flycatcher,Tyrannus savana,,Rare/Accidental 
,,,
PASSERIFORMES: Tityridae,,,
Masked Tityra,Tityra semifasciata,,Rare/Accidental 
Gray-collared Becard,Pachyramphus major,,Rare/Accidental 
Rose-throated Becard,Pachyramphus aglaiae,,
,,,
PASSERIFORMES: Laniidae,,,
Red-backed Shrike,Lanius collurio,,Rare/Accidental 
Brown Shrike,Lanius cristatus,,
Loggerhead Shrike,Lanius ludovicianus,,Near-threatened
Northern Shrike,Lanius borealis,,
,,,
PASSERIFORMES: Vireonidae,,,
Black-capped Vireo,Vireo atricapilla,,Vulnerable
White-eyed Vireo,Vireo griseus,,
Thick-billed Vireo,Vireo crassirostris,,Rare/Accidental 
Cuban Vireo,Vireo gundlachii,,Rare/Accidental 
Bell's Vireo,Vireo bellii,,Near-threatened
Gray Vireo,Vireo vicinior,,
Hutton's Vireo,Vireo huttoni,,
Yellow-throated Vireo,Vireo flavifrons,,
Cassin's Vireo,Vireo cassinii,,
Blue-headed Vireo,Vireo solitarius,,
Plumbeous Vireo,Vireo plumbeus,,
Philadelphia Vireo,Vireo philadelphicus,,
Warbling Vireo,Vireo gilvus,,
Red-eyed Vireo,Vireo olivaceus,,
Yellow-green Vireo,Vireo flavoviridis,,
Black-whiskered Vireo,Vireo altiloquus,,
Yucatan Vireo,Vireo magister,,Rare/Accidental 
,,,
PASSERIFORMES: Monarchidae,,,
Hawaii Elepaio,Chasiempis sandwichensis,,Vulnerable
Kauai Elepaio,Chasiempis sclateri,,Endemic Vulnerable
Oahu Elepaio,Chasiempis ibidis,,Endemic Endangered
,,,
PASSERIFORMES: Corvidae,,,
Gray Jay,Perisoreus canadensis,,
Black-throated Magpie-Jay,Calocitta colliei,,Introduced species (non established) 
Brown Jay,Psilorhinus morio,,
Green Jay,Cyanocorax yncas,,
Azure Jay,Cyanocorax caeruleus,,Introduced species  Near-threatened
Pinyon Jay,Gymnorhinus cyanocephalus,,Vulnerable
Steller's Jay,Cyanocitta stelleri,,
Blue Jay,Cyanocitta cristata,,
Florida Scrub-Jay,Aphelocoma coerulescens,,Vulnerable
Island Scrub-Jay,Aphelocoma insularis,,
California Scrub-Jay,Aphelocoma californica,,
Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,,
Mexican Jay,Aphelocoma wollweberi,,
Black-billed Magpie,Pica hudsonia,,
Yellow-billed Magpie,Pica nuttalli,,Near-threatened
Clark's Nutcracker,Nucifraga columbiana,,
Eurasian Jackdaw,Corvus monedula,,Rare/Accidental 
American Crow,Corvus brachyrhynchos,,
Northwestern Crow,Corvus caurinus,,
Tamaulipas Crow,Corvus imparatus,,Rare/Accidental 
Fish Crow,Corvus ossifragus,,
Hawaiian Crow,Corvus hawaiiensis,,Extinct in the wild
Chihuahuan Raven,Corvus cryptoleucus,,
Common Raven,Corvus corax,,
,,,
PASSERIFORMES: Alaudidae,,,
Horned Lark,Eremophila alpestris,,
Eurasian Skylark,Alauda arvensis,,
,,,
PASSERIFORMES: Hirundinidae,,,
Northern Rough-winged Swallow,Stelgidopteryx serripennis,,
Purple Martin,Progne subis,,
Cuban Martin,Progne cryptoleuca,,Rare/Accidental 
Gray-breasted Martin,Progne chalybea,,Rare/Accidental 
Southern Martin,Progne elegans,,
Brown-chested Martin,Progne tapera,,Rare/Accidental 
Tree Swallow,Tachycineta bicolor,,
Mangrove Swallow,Tachycineta albilinea,,Rare/Accidental 
Violet-green Swallow,Tachycineta thalassina,,
Bahama Swallow,Tachycineta cyaneoviridis,,Rare/Accidental Endangered
Bank Swallow,Riparia riparia,,
Barn Swallow,Hirundo rustica,,
Cliff Swallow,Petrochelidon pyrrhonota,,
Cave Swallow,Petrochelidon fulva,,
Common House-Martin,Delichon urbicum,,
,,,
PASSERIFORMES: Paridae,,,
Varied Tit,Sittiparus varius,,Extirpated 
Carolina Chickadee,Poecile carolinensis,,
Black-capped Chickadee,Poecile atricapillus,,
Mountain Chickadee,Poecile gambeli,,
Mexican Chickadee,Poecile sclateri,,
Chestnut-backed Chickadee,Poecile rufescens,,
Boreal Chickadee,Poecile hudsonicus,,
Gray-headed Chickadee,Poecile cinctus,,
Bridled Titmouse,Baeolophus wollweberi,,
Oak Titmouse,Baeolophus inornatus,,
Juniper Titmouse,Baeolophus ridgwayi,,
Tufted Titmouse,Baeolophus bicolor,,
Black-crested Titmouse,Baeolophus atricristatus,,
Japanese Tit,Parus minor,,
,,,
PASSERIFORMES: Remizidae,,,
Verdin,Auriparus flaviceps,,
,,,
PASSERIFORMES: Aegithalidae,,,
Bushtit,Psaltriparus minimus,,
,,,
PASSERIFORMES: Sittidae,,,
Red-breasted Nuthatch,Sitta canadensis,,
White-breasted Nuthatch,Sitta carolinensis,,
Pygmy Nuthatch,Sitta pygmaea,,
Brown-headed Nuthatch,Sitta pusilla,,
,,,
PASSERIFORMES: Certhiidae,,,
Brown Creeper,Certhia americana,,
,,,
PASSERIFORMES: Troglodytidae,,,
Rock Wren,Salpinctes obsoletus,,
Canyon Wren,Catherpes mexicanus,,
House Wren,Troglodytes aedon,,
Eurasian Wren,Troglodytes troglodytes,,
Pacific Wren,Troglodytes pacificus,,
Winter Wren,Troglodytes hiemalis,,
Sedge Wren,Cistothorus platensis,,
Marsh Wren,Cistothorus palustris,,
Carolina Wren,Thryothorus ludovicianus,,
Bewick's Wren,Thryomanes bewickii,,
Cactus Wren,Campylorhynchus brunneicapillus,,
Sinaloa Wren,Thryophilus sinaloa,,Rare/Accidental 
,,,
PASSERIFORMES: Polioptilidae,,,
Blue-gray Gnatcatcher,Polioptila caerulea,,
California Gnatcatcher,Polioptila californica,,
Black-tailed Gnatcatcher,Polioptila melanura,,
Black-capped Gnatcatcher,Polioptila nigriceps,,
,,,
PASSERIFORMES: Cinclidae,,,
American Dipper,Cinclus mexicanus,,
,,,
PASSERIFORMES: Pycnonotidae,,,
Red-vented Bulbul,Pycnonotus cafer,,Introduced species 
Red-whiskered Bulbul,Pycnonotus jocosus,,Introduced species 
,,,
PASSERIFORMES: Regulidae,,,
Golden-crowned Kinglet,Regulus satrapa,,
Ruby-crowned Kinglet,Regulus calendula,,
,,,
PASSERIFORMES: Scotocercidae,,,
Japanese Bush Warbler,Horornis diphone,,Introduced species 
,,,
PASSERIFORMES: Phylloscopidae,,,
Willow Warbler,Phylloscopus trochilus,,Rare/Accidental 
Common Chiffchaff,Phylloscopus collybita,,Rare/Accidental 
Wood Warbler,Phylloscopus sibilatrix,,
Dusky Warbler,Phylloscopus fuscatus,,Rare/Accidental 
Pallas's Leaf Warbler,Phylloscopus proregulus,,Rare/Accidental 
Yellow-browed Warbler,Phylloscopus inornatus,,Rare/Accidental 
Arctic Warbler,Phylloscopus borealis,,
Kamchatka Leaf Warbler,Phylloscopus examinandus,,Rare/Accidental 
,,,
PASSERIFORMES: Acrocephalidae,,,
Thick-billed Warbler,Iduna aedon,,Rare/Accidental 
Sedge Warbler,Acrocephalus schoenobaenus,,Rare/Accidental 
Blyth's Reed Warbler,Acrocephalus dumetorum,,Rare/Accidental 
Millerbird,Acrocephalus familiaris,,Critically endangered
,,,
PASSERIFORMES: Locustellidae,,,
Middendorff's Grasshopper-Warbler,Locustella ochotensis,,
Lanceolated Warbler,Locustella lanceolata,,
Eurasian River Warbler,Locustella fluviatilis,,Rare/Accidental 
,,,
PASSERIFORMES: Sylviidae,,,
Lesser Whitethroat,Sylvia curruca,,Rare/Accidental 
,,,
PASSERIFORMES: Paradoxornithidae,,,
Wrentit,Chamaea fasciata,,
,,,
PASSERIFORMES: Zosteropidae,,,
Japanese White-eye,Zosterops japonicus,,Introduced species 
,,,
PASSERIFORMES: Leiothrichidae,,,
Chinese Hwamei,Garrulax canorus,,Introduced species 
Gray-sided Laughingthrush,Ianthocincla caerulata,,Extirpated 
Red-billed Leiothrix,Leiothrix lutea,,Introduced species 
,,,
PASSERIFORMES: Muscicapidae,,,
Gray-streaked Flycatcher,Muscicapa griseisticta,,
Dark-sided Flycatcher,Muscicapa sibirica,,
Asian Brown Flycatcher,Muscicapa dauurica,,
Spotted Flycatcher,Muscicapa striata,,Rare/Accidental 
White-rumped Shama,Copsychus malabaricus,,Introduced species 
European Robin,Erithacus rubecula,,Rare/Accidental 
Rufous-tailed Robin,Larvivora sibilans,,Rare/Accidental 
Siberian Blue Robin,Larvivora cyane,,
Bluethroat,Luscinia svecica,,
Siberian Rubythroat,Calliope calliope,,
Red-flanked Bluetail,Tarsiger cyanurus,,
Narcissus Flycatcher,Ficedula narcissina,,
Taiga Flycatcher,Ficedula albicilla,,
Common Redstart,Phoenicurus phoenicurus,,Rare/Accidental 
Blue Rock-Thrush,Monticola solitarius,,
Siberian Stonechat,Saxicola maurus,,Rare/Accidental 
Northern Wheatear,Oenanthe oenanthe,,
Pied Wheatear,Oenanthe pleschanka,,Rare/Accidental 
,,,
PASSERIFORMES: Turdidae,,,
Eastern Bluebird,Sialia sialis,,
Western Bluebird,Sialia mexicana,,
Mountain Bluebird,Sialia currucoides,,
Townsend's Solitaire,Myadestes townsendi,,
Kamao,Myadestes myadestinus,,Extinct
Amaui,Myadestes woahensis,,Endemic Extinct
Olomao,Myadestes lanaiensis,,Critically endangered (possibly extinct)
Omao,Myadestes obscurus,,Vulnerable
Puaiohi,Myadestes palmeri,,Critically endangered
Orange-billed Nightingale-Thrush,Catharus aurantiirostris,,Rare/Accidental 
Black-headed Nightingale-Thrush,Catharus mexicanus,,Rare/Accidental 
Veery,Catharus fuscescens,,
Gray-cheeked Thrush,Catharus minimus,,
Bicknell's Thrush,Catharus bicknelli,,Vulnerable
Swainson's Thrush,Catharus ustulatus,,
Hermit Thrush,Catharus guttatus,,
Wood Thrush,Hylocichla mustelina,,Near-threatened
Eurasian Blackbird,Turdus merula,,Rare/Accidental 
Eyebrowed Thrush,Turdus obscurus,,
Dusky Thrush,Turdus eunomus,,Rare/Accidental 
Fieldfare,Turdus pilaris,,
Redwing,Turdus iliacus,,Rare/Accidental Near-threatened
Song Thrush,Turdus philomelos,,Rare/Accidental 
Mistle Thrush,Turdus viscivorus,,Rare/Accidental 
Clay-colored Thrush,Turdus grayi,,Rare/Accidental 
White-throated Thrush,Turdus assimilis,,Rare/Accidental 
Rufous-backed Robin,Turdus rufopalliatus,,Rare/Accidental 
American Robin,Turdus migratorius,,
Varied Thrush,Ixoreus naevius,,
Aztec Thrush,Ridgwayia pinicola,,Rare/Accidental 
,,,
PASSERIFORMES: Mimidae,,,
Blue Mockingbird,Melanotis caerulescens,,Rare/Accidental 
Black Catbird,Melanoptila glabrirostris,,Rare/Accidental Near-threatened
Gray Catbird,Dumetella carolinensis,,
Curve-billed Thrasher,Toxostoma curvirostre,,
Brown Thrasher,Toxostoma rufum,,
Long-billed Thrasher,Toxostoma longirostre,,
Bendire's Thrasher,Toxostoma bendirei,,Vulnerable
Gray Thrasher,Toxostoma cinereum,,Rare/Accidental 
California Thrasher,Toxostoma redivivum,,
LeConte's Thrasher,Toxostoma lecontei,,
Crissal Thrasher,Toxostoma crissale,,
Sage Thrasher,Oreoscoptes montanus,,
Bahama Mockingbird,Mimus gundlachii,,Rare/Accidental 
Tropical Mockingbird,Mimus gilvus,,Rare/Accidental 
Northern Mockingbird,Mimus polyglottos,,
,,,
PASSERIFORMES: Sturnidae,,,
Common Hill Myna,Gracula religiosa,,Introduced species (non established) 
European Starling,Sturnus vulgaris,,Introduced species 
Common Myna,Acridotheres tristis,,Introduced species 
Jungle Myna,Acridotheres fuscus,,Introduced species 
Crested Myna,Acridotheres cristatellus,,Extirpated 
,,,
PASSERIFORMES: Prunellidae,,,
Siberian Accentor,Prunella montanella,,Rare/Accidental 
,,,
PASSERIFORMES: Motacillidae,,,
Western Yellow Wagtail,Motacilla flava,,
Eastern Yellow Wagtail,Motacilla tschutschensis,,Rare/Accidental 
Citrine Wagtail,Motacilla citreola,,
Gray Wagtail,Motacilla cinerea,,
White Wagtail,Motacilla alba,,
Tree Pipit,Anthus trivialis,,
Olive-backed Pipit,Anthus hodgsoni,,
Pechora Pipit,Anthus gustavi,,
Red-throated Pipit,Anthus cervinus,,
American Pipit,Anthus rubescens,,
Sprague's Pipit,Anthus spragueii,,Vulnerable
,,,
PASSERIFORMES: Bombycillidae,,,
Bohemian Waxwing,Bombycilla garrulus,,
Cedar Waxwing,Bombycilla cedrorum,,
,,,
PASSERIFORMES: Mohoidae,,,
Kauai Oo,Moho braccatus,,Extinct
Oahu Oo,Moho apicalis,,Endemic Extinct
Bishop's Oo,Moho bishopi,,Extinct
Hawaii Oo,Moho nobilis,,Extinct
Kioea,Chaetoptila angustipluma,,Extinct
,,,
PASSERIFORMES: Ptiliogonatidae,,,
Gray Silky-flycatcher,Ptiliogonys cinereus,,Rare/Accidental 
Phainopepla,Phainopepla nitens,,
,,,
PASSERIFORMES: Peucedramidae,,,
Olive Warbler,Peucedramus taeniatus,,
,,,
PASSERIFORMES: Calcariidae,,,
Lapland Longspur,Calcarius lapponicus,,
Chestnut-collared Longspur,Calcarius ornatus,,Vulnerable
Smith's Longspur,Calcarius pictus,,
McCown's Longspur,Rhynchophanes mccownii,,
Snow Bunting,Plectrophenax nivalis,,
McKay's Bunting,Plectrophenax hyperboreus,,
,,,
PASSERIFORMES: Parulidae,,,
Ovenbird,Seiurus aurocapilla,,
Worm-eating Warbler,Helmitheros vermivorum,,
Louisiana Waterthrush,Parkesia motacilla,,
Northern Waterthrush,Parkesia noveboracensis,,
Bachman's Warbler,Vermivora bachmanii,,Critically endangered (possibly extinct)
Golden-winged Warbler,Vermivora chrysoptera,,Near-threatened
Blue-winged Warbler,Vermivora cyanoptera,,
Black-and-white Warbler,Mniotilta varia,,
Prothonotary Warbler,Protonotaria citrea,,
Swainson's Warbler,Limnothlypis swainsonii,,
Crescent-chested Warbler,Oreothlypis superciliosa,,Rare/Accidental 
Tennessee Warbler,Oreothlypis peregrina,,
Orange-crowned Warbler,Oreothlypis celata,,
Colima Warbler,Oreothlypis crissalis,,
Lucy's Warbler,Oreothlypis luciae,,
Nashville Warbler,Oreothlypis ruficapilla,,
Virginia's Warbler,Oreothlypis virginiae,,
Connecticut Warbler,Oporornis agilis,,
Gray-crowned Yellowthroat,Geothlypis poliocephala,,Rare/Accidental 
MacGillivray's Warbler,Geothlypis tolmiei,,
Mourning Warbler,Geothlypis philadelphia,,
Kentucky Warbler,Geothlypis formosa,,
Common Yellowthroat,Geothlypis trichas,,
Hooded Warbler,Setophaga citrina,,
American Redstart,Setophaga ruticilla,,
Kirtland's Warbler,Setophaga kirtlandii,,Near-threatened
Cape May Warbler,Setophaga tigrina,,
Cerulean Warbler,Setophaga cerulea,,Vulnerable
Northern Parula,Setophaga americana,,
Tropical Parula,Setophaga pitiayumi,,
Magnolia Warbler,Setophaga magnolia,,
Bay-breasted Warbler,Setophaga castanea,,
Blackburnian Warbler,Setophaga fusca,,
Yellow Warbler,Setophaga petechia,,
Chestnut-sided Warbler,Setophaga pensylvanica,,
Blackpoll Warbler,Setophaga striata,,
Black-throated Blue Warbler,Setophaga caerulescens,,
Palm Warbler,Setophaga palmarum,,
Pine Warbler,Setophaga pinus,,
Yellow-rumped Warbler,Setophaga coronata,,
Yellow-throated Warbler,Setophaga dominica,,Rare/Accidental 
Prairie Warbler,Setophaga discolor,,
Grace's Warbler,Setophaga graciae,,
Black-throated Gray Warbler,Setophaga nigrescens,,
